1.000	14372.21327600
1.050	14347.81464600
1.100	14356.29309600
1.150	14336.99251200
1.200	14317.58809400
1.250	14285.52107600
1.300	14244.50635400
1.350	14217.84794400
1.400	14170.11560000
1.450	14113.52198000
1.500	14047.67444400
1.550	13958.24810000
1.600	13882.78849800
1.650	13781.47359000
1.700	13661.98558600
1.750	13533.65370200
1.800	13386.63930400
1.850	13218.41858200
1.900	13027.87852400
1.950	12811.24972000
2.000	12567.18756200
2.050	12286.41714400
2.100	11967.56041800
2.150	11589.70264000
2.200	11136.62607400
2.250	10527.48743800
2.300	9781.54794200
2.350	9129.77634200
2.400	8671.27643000
2.450	8294.60368600
2.500	7965.04507600
2.550	7670.82354000
2.600	7404.09893800
2.650	7161.20301800
2.700	6937.55105200
2.750	6730.44374600
2.800	6538.84525400
2.850	6359.67905400
2.900	6190.65302200
2.950	6032.30966200
3.000	5885.07296200
3.050	5744.21679400
3.100	5611.28942600
3.150	5484.76358000
3.200	5364.79230000
3.250	5250.72291600
3.300	5142.16105600
3.350	5037.94729800
3.400	4938.68374600
3.450	4844.33276600
3.500	4753.14962200
