1.000	0.99086667
1.050	0.97010143
1.100	0.99833088
1.150	0.99558401
1.200	0.99689305
1.250	0.99066661
1.300	0.98034430
1.350	0.99318913
1.400	0.99135213
1.450	0.98896050
1.500	0.98635358
1.550	0.97102409
1.600	0.97950328
1.650	0.97491154
1.700	0.96543562
1.750	0.96260094
1.800	0.95671617
1.850	0.94807701
1.900	0.93812387
1.950	0.92536278
2.000	0.91092984
2.050	0.89224523
2.100	0.86866345
2.150	0.83558505
2.200	0.78534621
2.250	0.67003362
2.300	0.45565440
2.350	0.25115792
2.400	0.16991178
2.450	0.13010138
2.500	0.10520088
2.550	0.09124262
2.600	0.08027171
2.650	0.07220257
2.700	0.06545950
2.750	0.06067719
2.800	0.05643454
2.850	0.05313450
2.900	0.04986473
2.950	0.04748912
3.000	0.04532480
3.050	0.04328607
3.100	0.04161407
3.150	0.04009376
3.200	0.03887598
3.250	0.03775736
3.300	0.03656102
3.350	0.03554196
3.400	0.03449902
3.450	0.03370241
3.500	0.03296152
