1.000	5081.64574534
1.050	13958.90943587
1.100	1253.49220675
1.150	3034.85293591
1.200	1935.13400543
1.250	5757.18664777
1.300	11892.99434164
1.350	3623.24615902
1.400	4486.85114866
1.450	5811.94168890
1.500	7034.49855727
1.550	18187.79951838
1.600	10246.00562289
1.650	12560.18016452
1.700	18538.42463222
1.750	18998.24170172
1.800	21179.23913038
1.850	25421.58713308
1.900	29675.05337161
1.950	36171.48328793
2.000	42464.81440854
2.050	51591.08106291
2.100	61606.13828769
2.150	76889.60162506
2.200	98544.56911935
2.250	148319.97856019
2.300	162032.18641958
2.350	115910.79177710
2.400	94669.94409446
2.450	84422.32137920
2.500	77894.10298415
2.550	72714.86362186
2.600	68455.32539527
2.650	65405.42580369
2.700	62848.57689369
2.750	60271.11012149
2.800	58062.16824168
2.850	56479.93139366
2.900	54664.47403426
2.950	53208.89681344
3.000	51930.85753655
3.050	50883.87645636
3.100	49686.90207659
3.150	48813.50779359
3.200	47950.08506071
3.250	47025.92953646
3.300	46237.42001297
3.350	45492.88612650
3.400	44828.85219541
3.450	44296.38416279
3.500	43765.49040126
