1.000	399.42808800
1.050	399.15676800
1.100	398.78701800
1.150	398.31317800
1.200	397.72884400
1.250	396.97820400
1.300	396.06352400
1.350	394.92396600
1.400	393.61545400
1.450	392.04192400
1.500	390.24019400
1.550	388.10872400
1.600	385.66754400
1.650	382.86588800
1.700	379.65704600
1.750	376.02124200
1.800	371.83588600
1.850	367.18243400
1.900	361.86593000
1.950	355.87187600
2.000	349.07453400
2.050	341.43731400
2.100	332.68113200
2.150	322.86882800
2.200	312.00755000
2.250	299.95927000
2.300	287.43927000
2.350	274.42527800
2.400	261.38918200
2.450	248.75106200
2.500	237.18345200
2.550	226.20584400
2.600	216.32354600
2.650	207.58498000
2.700	199.47022400
2.750	192.43194400
2.800	185.86552600
2.850	179.99656200
2.900	174.65072600
2.950	169.70196200
3.000	165.07228400
3.050	160.85109600
3.100	156.95836000
3.150	153.25526000
3.200	149.71915800
3.250	146.38694200
3.300	143.27960000
3.350	140.32752000
3.400	137.47042200
3.450	134.77987200
3.500	132.19455600
