1.000	0.00001792
1.050	0.00002388
1.100	0.00003522
1.150	0.00005046
1.200	0.00006980
1.250	0.00009699
1.300	0.00013209
1.350	0.00017795
1.400	0.00023558
1.450	0.00031183
1.500	0.00040667
1.550	0.00052935
1.600	0.00068849
1.650	0.00089652
1.700	0.00117304
1.750	0.00154995
1.800	0.00206663
1.850	0.00279805
1.900	0.00382543
1.950	0.00532083
2.000	0.00762068
2.050	0.01066323
2.100	0.01518513
2.150	0.02112303
2.200	0.02861447
2.250	0.03727979
2.300	0.04596883
2.350	0.05391664
2.400	0.06028473
2.450	0.06396782
2.500	0.06545897
2.550	0.06469201
2.600	0.06251760
2.650	0.05947748
2.700	0.05577774
2.750	0.05204283
2.800	0.04840005
2.850	0.04497547
2.900	0.04188017
2.950	0.03898521
3.000	0.03625534
3.050	0.03396285
3.100	0.03179642
3.150	0.03007813
3.200	0.02837808
3.250	0.02678767
3.300	0.02547915
3.350	0.02421327
3.400	0.02310441
3.450	0.02207717
3.500	0.02115203
