1.000	9.52283666
1.050	14.02105579
1.100	20.32848267
1.150	28.43379954
1.200	38.46930642
1.250	51.87482893
1.300	68.27177270
1.350	88.62587883
1.400	113.19283637
1.450	142.87888238
1.500	177.17447484
1.550	219.40017909
1.600	268.34172901
1.650	326.05906997
1.700	394.68844655
1.750	474.57628478
1.800	570.71426659
1.850	681.65836984
1.900	814.70835324
1.950	967.77600024
2.000	1158.76344068
2.050	1375.68969647
2.100	1634.88937120
2.150	1912.63824191
2.200	2209.47843900
2.250	2498.79563707
2.300	2731.63898987
2.350	2892.45236262
2.400	2959.82743737
2.450	2927.17360187
2.500	2842.76644936
2.550	2684.75140425
2.600	2522.00600599
2.650	2362.06647840
2.700	2197.89687339
2.750	2058.97022438
2.800	1927.41104474
2.850	1823.01270818
2.900	1733.52992367
2.950	1650.49196535
3.000	1579.53862302
3.050	1522.94641960
3.100	1470.06644211
3.150	1428.84729833
3.200	1396.47868777
3.250	1356.65559589
3.300	1328.49235184
3.350	1298.11826665
3.400	1276.74221114
3.450	1252.87922366
3.500	1232.63846796
