1.000	0.33333718
1.050	0.33334044
1.100	0.33334649
1.150	0.33335210
1.200	0.33335623
1.250	0.33372958
1.300	0.33346502
1.350	0.33335932
1.400	0.33372725
1.450	0.33337938
1.500	0.33337189
1.550	0.33338993
1.600	0.33341501
1.650	0.33342117
1.700	0.33345474
1.750	0.33349275
1.800	0.33352724
1.850	0.33359258
1.900	0.33370599
1.950	0.33384793
2.000	0.33415844
2.050	0.33462040
2.100	0.33543061
2.150	0.33755514
2.200	0.34360458
2.250	0.36838805
2.300	0.44613001
2.350	0.59016008
2.400	0.73331575
2.450	0.84022904
2.500	0.89488461
2.550	0.93051966
2.600	0.94037135
2.650	0.96054177
2.700	0.97313127
2.750	0.97578614
2.800	0.97529685
2.850	0.97803979
2.900	0.98311410
2.950	0.98912045
3.000	0.98427136
3.050	0.98530529
3.100	0.99120928
3.150	0.98900793
3.200	0.99195792
3.250	0.99487873
3.300	0.99437753
3.350	0.99384806
3.400	0.99257247
3.450	0.99068672
3.500	0.99494319
