1.000	184.96756365
1.050	264.98352785
1.100	372.06992857
1.150	499.60259379
1.200	679.02505369
1.250	1151.00788257
1.300	1253.33306102
1.350	1463.14740475
1.400	2144.92711534
1.450	2332.94631310
1.500	2881.36645480
1.550	3559.98011536
1.600	4367.13790628
1.650	5277.21246898
1.700	6383.97203618
1.750	7645.87052746
1.800	9167.73476080
1.850	10947.42565806
1.900	13058.52037478
1.950	15570.20538254
2.000	18665.42674241
2.050	22442.28253121
2.100	27263.41663449
2.150	33983.70008970
2.200	43524.26739710
2.250	59079.84015268
2.300	67851.66296374
2.350	57009.17281984
2.400	44788.90679950
2.450	38379.33123690
2.500	34733.29431280
2.550	32319.26275121
2.600	30427.96410286
2.650	28988.14319583
2.700	27745.58290982
2.750	26851.72751133
2.800	25902.55438698
2.850	24981.71107620
2.900	24363.53685813
2.950	23701.32106377
3.000	23163.22852077
3.050	22532.38674296
3.100	22119.26650264
3.150	21613.64294017
3.200	21302.27005573
3.250	20912.96269529
3.300	20553.89411261
3.350	20295.59315667
3.400	19948.69525835
3.450	19657.37853325
3.500	19469.96801514
