1.000	0.99926863
1.050	0.99890824
1.100	0.99841517
1.150	0.99778173
1.200	0.99697468
1.250	0.99499511
1.300	0.99444496
1.350	0.99320719
1.400	0.99039590
1.450	0.98910181
1.500	0.98648700
1.550	0.98331519
1.600	0.97956590
1.650	0.97521249
1.700	0.97003120
1.750	0.96395404
1.800	0.95683788
1.850	0.94835282
1.900	0.93828022
1.950	0.92606863
2.000	0.91111338
2.050	0.89246892
2.100	0.86877283
2.150	0.83561905
2.200	0.78482048
2.250	0.69014339
2.300	0.52954231
2.350	0.36426588
2.400	0.25757602
2.450	0.19584510
2.500	0.15944600
2.550	0.13640952
2.600	0.11994502
2.650	0.10812591
2.700	0.09850133
2.750	0.09097596
2.800	0.08469286
2.850	0.07954129
2.900	0.07491331
2.950	0.07138384
3.000	0.06791943
3.050	0.06506901
3.100	0.06243350
3.150	0.06032973
3.200	0.05816674
3.250	0.05640508
3.300	0.05473885
3.350	0.05315758
3.400	0.05186416
3.450	0.05056276
3.500	0.04943966
