1.000	0.00000465
1.050	0.00000887
1.100	0.00002081
1.150	0.00003034
1.200	0.00003303
1.250	0.00076803
1.300	0.00020903
1.350	0.00003102
1.400	0.00075338
1.450	0.00005586
1.500	0.00003058
1.550	0.00005064
1.600	0.00008789
1.650	0.00007122
1.700	0.00010210
1.750	0.00013245
1.800	0.00014191
1.850	0.00017852
1.900	0.00026983
1.950	0.00034033
2.000	0.00061498
2.050	0.00088177
2.100	0.00127506
2.150	0.00254410
2.200	0.00614155
2.250	0.02046249
2.300	0.04176385
2.350	0.04102877
2.400	0.02839522
2.450	0.01904549
2.500	0.01336705
2.550	0.01010501
2.600	0.00784449
2.650	0.00649259
2.700	0.00544854
2.750	0.00464274
2.800	0.00401860
2.850	0.00356097
2.900	0.00316621
2.950	0.00288181
3.000	0.00260845
3.050	0.00239294
3.100	0.00221392
3.150	0.00206078
3.200	0.00191983
3.250	0.00180882
3.300	0.00170649
3.350	0.00160604
3.400	0.00152491
3.450	0.00145137
3.500	0.00139099
