1.000	0.33338466
1.050	0.33343258
1.100	0.33342927
1.150	0.33362080
1.200	0.33354854
1.250	0.34061247
1.300	0.33597172
1.350	0.34279902
1.400	0.34331846
1.450	0.33347287
1.500	0.33357893
1.550	0.33349573
1.600	0.33336610
1.650	0.33348396
1.700	0.33345174
1.750	0.34136194
1.800	0.33354277
1.850	0.33344007
1.900	0.33366856
1.950	0.33371847
2.000	0.33401613
2.050	0.33567714
2.100	0.33402719
2.150	0.33472358
2.200	0.33664103
2.250	0.34954710
2.300	0.52167957
2.350	0.82428791
2.400	0.91429543
2.450	0.94776638
2.500	0.97011032
2.550	0.97816116
2.600	0.98605352
2.650	0.98828075
2.700	1.00289023
2.750	1.00278536
2.800	1.00409795
2.850	0.99062403
2.900	0.99673515
2.950	0.99567610
3.000	0.98853235
3.050	0.99248819
3.100	0.99466005
3.150	0.99572954
3.200	1.00030171
3.250	0.99520009
3.300	0.99734460
3.350	0.99527805
3.400	0.99568577
3.450	0.99939851
3.500	0.99587068
